step,ppo_actor/task_reward/avg,rollout/reward,ppo_actor/seq_len/avg,timeperf/train_step,timeperf/update_weights,timeperf/rollout
83,0.51797,0.43047,442.43,26.77,7.1244,0.051736
84,0.53438,0.43594,456.53,26.163,7.1961,0.048837
85,0.49062,0.44922,452.43,25.75,7.0173,0.047139
86,0.44297,0.51953,456.85,26.827,7.0415,0.04519
87,0.43047,0.41953,465.49,26.207,6.8826,0.28683
88,0.43594,0.43125,495.53,31.874,7.0082,0.03856
89,0.44922,0.48672,464.21,25.727,6.8267,0.044885
90,0.51953,0.49844,452.11,26.712,6.8062,0.042867
91,0.41953,0.50234,499.44,32.576,6.955,0.047425
92,0.43125,0.49219,457.36,26.05,7.0557,0.036846
93,0.48672,0.46875,465.43,26.855,7.0312,0.061828
94,0.49844,0.46797,478.79,26.454,6.9712,0.032223
95,0.50234,0.49766,476.25,27.274,7.1958,0.049334
96,0.49219,0.46172,467.0,26.929,7.3002,0.047865
97,0.46875,0.45703,464.33,26.787,7.3186,0.043663
98,0.46797,0.46875,466.34,26.753,7.0071,0.047504
99,0.49766,0.44141,469.21,26.652,7.0867,0.048662
100,0.46172,0.48906,484.47,29.032,7.4391,0.042914
101,0.45703,0.43125,468.44,27.254,7.4092,0.049915
102,0.46875,0.53203,475.48,27.107,7.2584,0.035079
103,0.44141,0.52344,477.87,26.763,7.091,0.055881
104,0.48906,0.48906,456.59,26.542,7.1116,0.042568
105,0.43125,0.50156,463.72,26.476,7.1499,0.046017
106,0.53203,0.52188,453.2,25.984,7.1486,0.059067
107,0.52344,0.43906,453.71,26.282,7.0744,0.048802
108,0.48906,0.50547,473.69,26.612,7.0413,0.046574
109,0.50156,0.45547,466.1,25.866,7.1207,0.044967
110,0.52188,0.47969,455.41,26.251,7.0117,0.045247
111,0.43906,0.43203,476.73,27.096,7.2009,0.047667
112,0.50547,0.51094,467.83,26.753,7.1511,0.035611
113,0.45547,0.49375,450.25,27.485,7.6359,0.047041
114,0.47969,0.41953,474.46,26.317,6.9952,0.047333
115,0.43203,0.49766,482.96,27.238,7.4138,0.034589
116,0.51094,0.46797,449.78,26.76,7.2827,0.034179
117,0.49375,0.46719,462.4,26.77,7.3252,0.035999
118,0.41953,0.46328,477.78,27.0,7.1501,0.045515
119,0.49766,0.49219,475.77,26.909,7.236,0.048083
120,0.46797,0.48672,487.85,27.701,7.319,0.035176
121,0.46719,0.49687,457.65,26.412,7.2805,0.044556
122,0.46328,0.46406,456.84,26.31,7.0609,0.0538
123,0.49219,0.52578,432.62,25.155,7.1752,0.047249
124,0.48672,0.46953,441.87,26.615,7.2827,0.04328
125,0.49687,0.49375,452.79,26.484,7.2518,0.042196
126,0.46406,0.49609,465.51,26.64,7.2512,0.033566
127,0.52578,0.46484,449.53,25.437,6.9086,0.03977
128,0.46953,0.49844,465.52,26.657,7.0901,0.049935
129,0.49375,0.48906,468.66,26.51,7.092,0.043754
130,0.49609,0.42734,462.24,27.024,7.021,0.05071
131,0.46484,0.54922,472.86,26.481,7.0553,0.05214
132,0.49844,0.3875,464.9,26.574,7.2496,0.048609
133,0.48906,0.39297,471.53,27.19,7.2351,0.29367
134,0.42734,0.50078,463.09,26.203,7.0733,0.040265
135,0.54922,0.45469,450.23,25.793,7.1602,0.046556
136,0.3875,0.47812,477.53,27.102,7.0104,0.049338
137,0.39297,0.52813,476.33,26.737,7.1017,0.040798
138,0.50078,0.50859,444.84,25.755,6.7187,0.047029
139,0.45469,0.48984,463.47,26.474,7.0573,0.045766
140,0.47813,0.43047,459.29,26.268,7.0894,0.036455
141,0.52812,0.50625,446.85,25.905,6.9176,0.048345
142,0.50859,0.46172,433.83,26.694,6.9034,0.050055
143,0.48984,0.47578,448.12,25.693,7.1063,0.037259
144,0.43047,0.45547,460.63,26.452,7.1686,0.049519
145,0.50625,0.42891,452.47,25.87,7.1532,0.045876
146,0.46172,0.53203,485.25,27.396,7.1867,0.050041
147,0.47578,0.47031,469.28,26.845,7.1576,0.043087
148,0.45547,0.50391,476.32,27.301,7.3119,0.037193
149,0.42891,0.50469,466.36,26.668,7.118,0.055151
150,0.53203,0.5125,445.4,26.596,7.0995,0.03979
151,0.47031,0.4875,471.62,26.597,7.178,0.055848
152,0.50391,0.42969,459.44,26.869,7.4223,0.049315
153,0.50469,0.47109,450.12,26.796,7.001,0.032163
154,0.5125,0.47734,452.39,27.187,7.2431,0.038793
155,0.4875,0.50469,457.72,26.504,7.2106,0.046762
156,0.42969,0.52891,470.25,27.255,7.4721,0.048452
157,0.47109,0.47266,473.7,27.43,7.4029,0.05347
158,0.47734,0.43516,449.55,25.876,7.2516,0.046009
159,0.50469,0.45,440.59,26.055,7.0612,0.035147
160,0.52891,0.45781,448.69,25.658,7.0436,0.045369
161,0.47266,0.52734,467.47,26.375,7.2277,0.047347
162,0.43516,0.50391,476.33,26.85,7.1556,0.051858
163,0.45,0.53359,466.75,26.592,7.4501,0.044516
164,0.45781,0.45781,457.68,26.659,7.1642,0.040595
165,0.52734,0.48203,430.0,27.19,7.3231,0.053665
166,0.50391,0.48203,460.71,26.029,7.184,0.047513
167,0.53359,0.48359,428.63,25.294,7.082,0.050492
168,0.45781,0.51641,468.79,26.597,7.2163,0.050708
169,0.48203,0.43203,474.89,26.9,7.3336,0.041795
170,0.48203,0.51641,471.38,26.855,7.1471,0.047333
171,0.48359,0.49609,432.21,25.785,7.3731,0.045762
172,0.51641,0.47031,463.6,27.06,7.3618,0.042378
173,0.43203,0.47813,475.18,26.689,7.2159,0.0488
174,0.51641,0.44766,444.22,25.731,6.9656,0.051891
175,0.49609,0.41641,436.77,26.705,7.0785,0.044775
176,0.47031,0.48906,457.78,26.166,7.7478,0.048525
177,0.47813,0.49063,447.7,26.926,7.2422,0.047151
178,0.44766,0.47969,464.0,26.785,7.3112,0.043116
179,0.41641,0.5125,465.99,26.81,7.0851,0.32263
180,0.48906,0.51016,495.77,33.451,6.9076,0.044388
181,0.49062,0.49297,470.32,26.72,7.1345,0.041975
182,0.47969,0.52969,461.62,26.718,7.5456,0.049804
183,0.5125,0.45469,461.42,26.53,7.2791,0.050712
184,0.51016,0.46094,445.99,27.088,7.1154,0.04757
185,0.49297,0.43984,429.67,24.87,7.0115,0.044234
186,0.52969,0.475,459.98,27.941,6.9191,0.045179
187,0.45469,0.48516,451.14,25.899,6.9793,0.042166
188,0.46094,0.43516,448.16,25.609,6.8438,0.047949
189,0.43984,0.46641,452.4,26.334,7.1834,0.046474
190,0.475,0.45234,456.96,26.942,7.3696,0.051407
191,0.48516,0.50547,472.73,27.021,7.2328,0.040893
192,0.43516,0.50703,468.29,26.326,7.0073,0.049821
193,0.46641,0.54297,461.1,26.152,7.092,0.04826
194,0.45234,0.45312,466.89,26.623,7.0293,0.049218
195,0.50547,0.52344,443.26,25.509,7.0616,0.047869
196,0.50703,0.55625,471.51,26.234,6.9389,0.045337
197,0.54297,0.49687,438.65,25.419,7.1571,0.042782
198,0.45312,0.47031,459.16,26.223,7.1937,0.03862
199,0.52344,0.55,447.87,26.712,7.1536,0.047228
200,0.55625,0.43203,463.5,26.041,6.9787,0.044738
