step,ppo_actor/task_reward/avg,rollout/reward,ppo_actor/seq_len/avg,timeperf/train_step,timeperf/update_weights,timeperf/rollout
92,0.4,0.45938,518.26,32.219,33.814,0.040408
93,0.40703,0.38594,490.01,26.807,35.075,0.048281
94,0.38125,0.47656,519.89,32.385,33.762,0.037374
95,0.43594,0.47422,502.26,32.089,33.612,0.048008
96,0.45937,0.43047,472.29,25.891,35.543,0.042613
97,0.38594,0.42109,510.16,32.996,35.776,0.040788
98,0.47656,0.40391,482.46,26.85,37.483,0.045836
99,0.47422,0.41016,494.31,26.838,35.71,0.053251
100,0.43047,0.35625,502.39,32.447,35.817,0.050901
101,0.42109,0.34766,509.63,32.147,34.745,0.04414
102,0.40391,0.35156,499.57,32.167,35.788,0.053234
103,0.41016,0.37891,492.95,26.983,34.098,0.040901
104,0.35625,0.35469,517.74,32.751,34.6,0.035489
105,0.34766,0.39766,506.4,32.502,33.971,0.045546
106,0.35156,0.36172,504.87,32.161,36.224,0.035858
107,0.37891,0.42578,527.06,33.195,33.345,0.047304
108,0.35469,0.48047,496.96,26.623,36.606,0.04669
109,0.39766,0.37891,511.31,33.548,37.728,0.04718
110,0.36172,0.36328,511.74,33.798,33.797,0.039914
111,0.42578,0.40156,503.42,33.734,34.09,0.045304
112,0.48047,0.40391,495.79,27.35,36.208,0.037097
113,0.37891,0.42812,503.64,31.968,34.139,0.045126
114,0.36328,0.43359,504.91,31.814,34.463,0.045076
115,0.40156,0.41562,515.83,32.983,35.907,0.034953
116,0.40391,0.42422,494.99,26.867,33.789,0.043328
117,0.42812,0.37734,497.63,32.482,35.304,0.044434
118,0.43359,0.46719,487.45,26.824,34.684,0.050189
119,0.41563,0.4,509.78,32.832,35.897,0.044792
120,0.42422,0.38203,488.5,27.26,36.63,0.037161
121,0.37734,0.35312,510.76,32.864,36.338,0.04505
122,0.46719,0.45469,491.14,27.235,34.29,0.048329
123,0.4,0.38047,518.62,32.592,36.693,0.044662
124,0.38203,0.43672,506.22,32.14,36.778,0.03198
125,0.35313,0.38437,499.82,31.272,34.215,0.04011
126,0.45469,0.46172,497.21,31.99,35.323,0.046432
127,0.38047,0.48438,515.04,32.439,36.375,0.039816
128,0.43672,0.42734,493.4,32.187,35.812,0.044498
129,0.38438,0.38047,507.63,31.848,34.919,0.042993
130,0.46172,0.4125,470.63,26.163,34.313,0.048406
131,0.48438,0.35547,484.09,26.362,34.694,0.048766
132,0.42734,0.40234,478.86,26.005,35.226,0.045876
133,0.38047,0.44844,477.57,25.999,34.134,0.045015
134,0.4125,0.35078,491.25,26.041,36.537,0.2489
135,0.35547,0.38437,519.34,32.818,37.596,0.039065
136,0.40234,0.46719,489.09,26.687,35.87,0.045415
137,0.44844,0.37891,479.57,26.797,35.441,0.042081
138,0.35078,0.43672,523.6,33.322,35.006,0.048876
139,0.38438,0.43125,482.81,26.489,34.284,0.042524
140,0.46719,0.40078,492.58,27.687,33.815,0.036446
141,0.37891,0.44609,501.05,27.204,35.558,0.046982
142,0.43672,0.425,497.29,32.469,34.177,0.04036
143,0.43125,0.3875,490.76,27.142,34.667,0.043929
144,0.40078,0.38203,492.06,26.804,36.467,0.043088
145,0.44609,0.40313,488.2,26.498,35.738,0.047132
146,0.425,0.3875,496.1,26.874,36.9,0.048092
147,0.3875,0.44062,509.82,32.727,36.084,0.048617
