step,ppo_actor/task_reward/avg,rollout/reward,ppo_actor/seq_len/avg,timeperf/train_step,timeperf/update_weights,timeperf/rollout
168,0.41406,0.45469,487.38,26.025,6.6856,0.035739
169,0.41094,0.36406,496.88,31.447,6.7465,0.047519
170,0.41797,0.45156,490.17,26.014,6.8202,0.038353
171,0.43047,0.45234,452.61,24.718,6.7657,0.03956
172,0.45469,0.45625,480.75,25.495,6.7927,0.038628
173,0.36406,0.40078,492.07,26.095,6.7266,0.038623
174,0.45156,0.41875,473.36,25.404,6.7306,0.038538
175,0.45234,0.38828,462.13,25.276,6.4653,0.047292
176,0.45625,0.36875,469.67,25.444,6.6921,0.040233
177,0.40078,0.42031,464.77,26.034,6.6939,0.048871
178,0.41875,0.42656,484.65,26.311,6.7117,0.043881
179,0.38828,0.44688,481.17,25.706,6.757,0.31531
180,0.36875,0.43828,521.96,31.727,6.7681,0.044182
181,0.42031,0.45156,487.2,25.843,6.7433,0.045745
182,0.42656,0.44687,478.42,25.576,6.6735,0.037075
183,0.44688,0.40781,481.65,25.839,6.6799,0.045877
184,0.43828,0.45,473.0,26.007,6.6906,0.047182
185,0.45156,0.3875,451.33,24.4,6.6685,0.040993
186,0.44688,0.41797,478.3,25.932,6.6484,0.044564
187,0.40781,0.42813,471.12,25.323,6.6161,0.037861
188,0.45,0.40625,466.1,25.804,7.2876,0.045883
189,0.3875,0.42969,470.84,25.001,6.5698,0.042705
190,0.41797,0.42109,477.96,25.877,6.5134,0.050114
191,0.42812,0.42344,492.09,26.353,6.7044,0.048333
192,0.40625,0.41641,491.04,25.864,6.5248,0.044489
193,0.42969,0.475,477.09,25.366,6.5355,0.043593
194,0.42109,0.41016,483.11,25.876,6.5789,0.046379
195,0.42344,0.45625,467.46,26.075,6.7854,0.041881
196,0.41641,0.46406,495.67,31.039,6.7014,0.051806
197,0.475,0.41797,458.11,25.99,6.6811,0.044005
198,0.41016,0.41719,475.71,25.778,6.6804,0.048861
199,0.45625,0.46406,465.92,25.163,6.5476,0.035808
200,0.46406,0.38281,487.84,26.064,6.5814,0.047387
