step,ppo_actor/task_reward/avg,rollout/reward,ppo_actor/seq_len/avg,timeperf/train_step,timeperf/update_weights,timeperf/rollout
224,0.41719,0.41328,477.35,33.698,35.081,0.035897
225,0.43516,0.39141,477.91,34.162,33.447,0.038013
226,0.37734,0.41797,478.89,34.006,36.369,0.054248
227,0.41016,0.39297,489.07,34.489,36.609,0.048201
228,0.41328,0.41875,503.62,35.138,36.534,0.046825
229,0.39141,0.40938,499.49,38.497,34.992,0.045224
230,0.41797,0.44844,492.49,34.49,36.341,0.043555
231,0.39297,0.40078,491.98,34.803,34.798,0.039867
232,0.41875,0.45938,475.6,34.369,34.823,0.037657
233,0.40938,0.45391,504.21,34.833,35.023,0.054678
234,0.44844,0.41875,471.86,33.636,36.271,0.031779
235,0.40078,0.41641,487.51,34.571,34.097,0.029514
236,0.45937,0.47031,476.09,33.913,36.183,0.048756
237,0.45391,0.375,498.53,34.732,36.014,0.047334
